person_id,leuven_id,person_name
7651627,7650783,"DSM N.V., TE HEERLEN"
7651629,7650783,DSM N.V. TE HEERLEN.
7651630,7650783,"DSM NV, TE HEERLEN"
7651726,7651088,DSMIP ASSETS B.V.
7651727,7651088,DSMIP ASSETS B.V.
7651728,7651088,DSMIP ASSETS N.V.
7658815,7885278,DU PONT DE NEMOURS BV
7658955,7885278,DU PONT DE NEMOURS (NEDERLAND) B.V
7658957,7885278,DU PONT DE NEMOURS (NEDERLAND) B.V.
7658958,7885278,DU PONT DE NEMOURS (NEDERLAND) B.V.
7658959,7885278,DU PONT DE NEMOURS (NEDERLAND) B.V.
7658961,7885278,DU PONT DE NEMOURS (NEDERLAND) B.V.
7898499,7909433,EASTMAN KODAK COMPANY
8124193,7885278,E.I. DU PONT DE NEMOURS AND COMPANY
8224118,1637687,ELF ATOCHEM S. A.
8224245,1637687,ELF ATOCHEM VLISSINGEN B. V.
8224247,1637687,ELF ATOCHEM VLISSINGEN B.V.
8224249,1637687,ELF ATOCHEM VLISSINGEN BV
8224250,1637687,ELF ATOCHEM VLISSINGEN BV.
8224251,1637687,Elf Atochem Vlissingen B.V.
8224252,1637687,Elf Atochem Vlissingen B.V.
8660086,7866359,E-TRACTION EUROPE B. V.
8660089,7866359,E-TRACTION EUROPE B.V.
8660090,7866359,"E-Traction Europe, B.V."
8660091,7866359,"E-Traction Europe, B.V."
8660092,7866359,E-Traction Europe B.V.
8660093,7866359,e-Traction Europe B.V.
8660094,7866359,e-Traction Europe B.V.
8776829,8782432,F. Hoffman-LaRoche Ltd.
8777330,8782432,F. HOFFMANN-LA ROCHE AG
8777350,8782432,F. HOFFMANN-LA ROCHE AG.
8777530,8782432,F. HOFFMANN-LA ROCHE (& CO.) (AG)
8777608,8782432,F. HOFFMANN-LA ROCHE & CO. AKTIENGESELLSCHAFT
8777740,8782432,F. HOFFMANN-LA ROCHE CO.
9066395,9076863,FERAG AG
9127896,9138460,FESTO B.V.
9140023,8782432,F.HOFFMANN-LA ROCHE & CO. AG
9182639,26842439,FILIPS ELEKTRONIKS N.V.
9378907,9385756,FMC C.V.
9885027,9892779,FUJI PHOTO FILM B. V.
9885029,9892779,FUJI PHOTO FILM B.V.
9885032,9892779,FUJI PHOTO FILM BV
9885033,9892779,"Fuji Photo Film, B.V."
9885035,9892779,Fuji Photo Film B.V.
9885036,9892779,Fuji Photo Film B.V.
9885037,9892779,Fuji Photo Film B.V.
9885038,9892779,Fuji Photo Film B.V.
9885039,9892779,Fuji Photo Film B.V.
9885040,9892779,Fuji Photo Film B.V.
9885041,9892779,Fuji Photo Film B.V.
9885042,9892779,Fuji Photo Film B.V.
9885043,9892779,"FUJI PHOTO FILM B.V., TILBURG"
10506233,10521775,GENENCOR INTERNATIONAL B.V.
10506256,10521775,"GENENCOR INTERNATIONAL, INC."
10508797,10524589,GENERAL ELECTRIC
10508989,10524589,GENERAL ELECTRIC CO.
10509227,10524589,GENERAL ELECTRIC COMPANY
10882388,10897086,GIST - BROCADES N.V.
10882418,10897086,GIST BROCADES
10882420,10897086,Gist Brocades B. V.
10882421,10897086,GIST- BROCADES B.V.
10882422,10897086,GIST- BROCADES BV
10882423,10897086,GIST BROCADES B.V.
10882425,10897086,GIST BROCADES BV
10882426,10897086,Gist Brocades B.V.
10882427,10897086,Gist brocades B.V.
10882428,10897086,"GIST- BROCADES BV, DELFT"
10882440,10897086,GIST- BROCADES N.V.
10882442,10897086,GIST- BROCADES NV
10882449,10897086,GIST BROCADES N.V.
10882450,10897086,GIST BROCADES N.V.
10882451,10897086,"GIST BROCADES N.V.,"
10882455,10897086,GIST BROCADES NV.
10882457,10897086,"Gist Brocades, N.V."
10882458,10897086,"Gist Brocades, N.V."
10882464,10897086,"GIST BROCADES NV, DELFT"
10882619,10897086,GIST-BROCADES
10882620,10897086,Gist-Brocades
10882621,10897086,Gist-Brocades
10882622,10897086,Gist-Brocades
10882624,10897086,Gist-brocades
10882640,10897086,GIST-BROCADES B. V.
10882642,10897086,GIST-BROCADES B.V
10882645,10897086,GIST-BROCADES B.V.
10882646,10897086,GIST-BROCADES B.V.
10882647,10897086,GIST-BROCADES B.V.
10882648,10897086,GIST-BROCADES B.V.
10882649,10897086,GIST-BROCADES B.V.
10882650,10897086,"GIST-BROCADES B.V.,"
10882653,10897086,GIST-BROCADES BV
10882654,10897086,GIST-BROCADES BV.
10882655,10897086,GISTBROCADES B.V.
10882657,10897086,"Gist-Brocades, B.V."
10882658,10897086,"Gist-Brocades, B.V."
10882659,10897086,"Gist-Brocades, B.V."
10882660,10897086,"Gist-Brocades, B.V."
10882661,10897086,"Gist-Brocades, B.V."
10882662,10897086,"Gist-Brocades, B.V."
10882663,10897086,Gist-Brocades B.V.
10882664,10897086,Gist-Brocades B.V.
10882665,10897086,Gist-Brocades B.V.
10882666,10897086,Gist-Brocades B.V.
10882667,10897086,"Gist-brocades, B.V."
10882668,10897086,"Gist-brocades, B.V."
10882669,10897086,"Gist-brocades, B.V."
10882670,10897086,"Gist-brocades, B.V."
10882671,10897086,Gist-brocades B.V.
10882672,10897086,Gist-brocades B.V.
10882673,10897086,Gist-brocades BV
10882674,10897086,"GIST-BROCADES B.V., DELFT"
10882675,10897086,"GIST-BROCADES B.V., DELFT, NL"
10882677,10897086,"GIST-BROCADES CO., LTD."
10882681,10897086,GIST-BROCADES N. V.
10882684,10897086,GISTBROCADES N. V.
10882688,10897086,"GIST-BROCADES N. V.,NL"
10882692,10897086,"GIST-BROCADES, N.V."
10882694,10897086,GIST-BROCADES N.V
10882695,10897086,GIST-BROCADES N.V
10882702,10897086,GIST-BROCADES N.V.
10882703,10897086,GIST-BROCADES N.V.
10882706,10897086,GIST-BROCADES N.V.
10882707,10897086,GIST-BROCADES N.V.
10882708,10897086,GIST-BROCADES N.V.
10882709,10897086,GIST-BROCADES N.V.
10882710,10897086,GIST-BROCADES N.V.
10882711,10897086,GIST-BROCADES N.V.
10882712,10897086,GIST-BROCADES N.V.
10882713,10897086,GIST-BROCADES N.V.
10882714,10897086,GIST-BROCADES N.V.
10882715,10897086,GIST-BROCADES N.V.
10882717,10897086,GIST-BROCADES N.V.
10882718,10897086,GIST-BROCADES N.V.
10882723,10897086,GIST-BROCADES N.V.
10882724,10897086,GIST-BROCADES N.V.
10882725,10897086,GIST-BROCADES N.V.
10882726,10897086,GIST-BROCADES N.V.
10882727,10897086,GIST-BROCADES N.V.
10882728,10897086,GIST-BROCADES N.V.
10882729,10897086,GIST-BROCADES N.V.
10882730,10897086,GIST-BROCADES N.V.
10882731,10897086,GIST-BROCADES N.V.
10882732,10897086,GIST-BROCADES N.V.
10882734,10897086,GIST-BROCADES N.V.
10882742,10897086,"GIST-BROCADES N.V.,"
10882754,10897086,GIST-BROCADES NV
10882758,10897086,GIST-BROCADES NV.
10882760,10897086,GISTBROCADES N.V.
10882761,10897086,"Gist-Brocades, N.V."
10882762,10897086,"Gist-Brocades, N.V."
10882763,10897086,"Gist-Brocades, N.V."
10882765,10897086,"Gist-Brocades, NV."
10882767,10897086,Gist-Brocades N.V.
10882768,10897086,Gist-Brocades N.V.
10882770,10897086,Gist-Brocades N.V.
10882772,10897086,Gist-Brocades NV
10882773,10897086,"Gist-brocades, N.V."
10882774,10897086,"Gist-brocades, N.V."
10882775,10897086,"Gist-brocades, N.V."
10882776,10897086,"Gist-brocades, N.V."
10882777,10897086,"Gist-brocades, NV"
10882778,10897086,"Gist-brocades, n.v."
10882779,10897086,Gist-brocades N.V.
10882780,10897086,Gist-brocades N.V.
10882781,10897086,Gist-brocades NV
10882782,10897086,Gist-brocades NV
10882784,10897086,"GIST-BROCADES N.V., DELFT"
10882791,10897086,"GIST-BROCADES N.V., DELFT, NL"
10882807,10897086,"GIST-BROCADES N.V.,NL"
11552390,11560671,GRUENENTHAL GMBH
12916446,12933187,HENKEL KG AUF AKTIEN
13390917,13407500,HITACHI GLOBAL STORAGE TECH NETHERLANDS N.V.
13390940,13407500,Hitachi Global Storage Technologies - Netherlands B.V.
13390969,13407500,"Hitachi Global Storage Technologies, Inc. Netherlands B.V"
13390970,13407500,"Hitachi Global Storage Technologies, Inc. Netherlands B.V."
13390971,13407500,"Hitachi Global Storage Technologies Inc, Netherlands B.V."
13391015,13407500,"Hitachi Global Storage Technologies, Netherland B.V."
13391016,13407500,Hitachi Global Storage Technologies Netherland B.V.
13391017,13407500,Hitachi Global Storage Technologies Netherland B.V.
13391018,13407500,Hitachi Global Storage Technologies Netherland BV
13391019,13407500,Hitachi Global Storage Technologies Netherlands
13391020,13407500,Hitachi Global Storage Technologies Netherlands  B.V.
13391021,13407500,Hitachi Global Storage Technologies Netherlands  B.V.
13391022,13407500,Hitachi Global Storage Technologies Netherlands  B.V.
13391023,13407500,Hitachi Global Storage Technologies Netherlands  B.V.
13391024,13407500,Hitachi Global Storage Technologies Netherlands  B.V.
13391025,13407500,Hitachi Global Storage Technologies Netherlands  B.V.
13391027,13407500,HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS B.
13391028,13407500,HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS B. V.
13391030,13407500,"Hitachi Global Storage Technologies Netherlands, B. V."
13391031,13407500,Hitachi Global Storage Technologies Netherlands .B. V.
13391033,13407500,Hitachi Global Storage Technologies Netherlands B. V.
13391034,13407500,Hitachi Global Storage Technologies Netherlands B. V.
13391035,13407500,"HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS B. V., AMSTERDAM"
13391039,13407500,"HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS, B.V."
13391040,13407500,HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS B.V
13391041,13407500,"HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS B.V,"
13391043,13407500,HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS B.V.
13391044,13407500,HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS B.V.
13391046,13407500,"HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS B.V.,"
13391049,13407500,HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS BV
13391050,13407500,HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS BV
13391051,13407500,HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS BV
13391052,13407500,HItachi Global Storage Technologies Netherlands B.V.
13391053,13407500,Hitachi GLobal Storage Technologies Netherlands B.V.
13391054,13407500,Hitachi Global Storage TEchnologies Netherlands B.V.
13391055,13407500,"Hitachi Global Storage Technologies, Netherlands, B.V."
13391056,13407500,"Hitachi Global Storage Technologies, Netherlands, B.V."
13391057,13407500,"Hitachi Global Storage Technologies, Netherlands B.V."
13391058,13407500,"Hitachi Global Storage Technologies, Netherlands B.V."
13391060,13407500,"Hitachi Global Storage Technologies Netherlands, B.V"
13391062,13407500,"Hitachi Global Storage Technologies Netherlands, B.V."
13391063,13407500,"Hitachi Global Storage Technologies Netherlands, B.V."
13391064,13407500,"Hitachi Global Storage Technologies Netherlands, B.V."
13391065,13407500,"Hitachi Global Storage Technologies Netherlands, B.V."
13391066,13407500,"Hitachi Global Storage Technologies Netherlands, B.V."
13391067,13407500,"Hitachi Global Storage Technologies Netherlands, B.V."
13391068,13407500,"Hitachi Global Storage Technologies Netherlands, B.V."
13391069,13407500,"Hitachi Global Storage Technologies Netherlands, BV"
13391070,13407500,"Hitachi Global Storage Technologies Netherlands, BV"
13391071,13407500,Hitachi Global Storage Technologies Netherlands. B.V.
13391073,13407500,Hitachi Global Storage Technologies Netherlands B.V
13391075,13407500,"Hitachi Global Storage Technologies Netherlands B.V,"
13391079,13407500,Hitachi Global Storage Technologies Netherlands B.V.
13391080,13407500,Hitachi Global Storage Technologies Netherlands B.V.
13391081,13407500,Hitachi Global Storage Technologies Netherlands B.V.
13391082,13407500,Hitachi Global Storage Technologies Netherlands B.V.
13391083,13407500,Hitachi Global Storage Technologies Netherlands B.V.
13391084,13407500,Hitachi Global Storage Technologies Netherlands B.V.
13391085,13407500,Hitachi Global Storage Technologies Netherlands B.V.
13391086,13407500,Hitachi Global Storage Technologies Netherlands B.V.
13391087,13407500,Hitachi Global Storage Technologies Netherlands B.V.
13391088,13407500,Hitachi Global Storage Technologies Netherlands B.V.
13391089,13407500,Hitachi Global Storage Technologies Netherlands B.V.
13391090,13407500,Hitachi Global Storage Technologies Netherlands B.V.
13391091,13407500,Hitachi Global Storage Technologies Netherlands B.V.
13391092,13407500,Hitachi Global Storage Technologies Netherlands B.V.
13391093,13407500,Hitachi Global Storage Technologies Netherlands B.V.
13391095,13407500,Hitachi Global Storage Technologies Netherlands BV
13391096,13407500,Hitachi Global Storage Technologies Netherlands BV
13391097,13407500,Hitachi Global Storage Technologies Netherlands BV
13391098,13407500,Hitachi Global Storage Technologies Netherlands BV
13391099,13407500,Hitachi Global Storage Technologies Netherlands BV
13391100,13407500,Hitachi Global Storage technologies Netherlands BV
13391101,13407500,Hitachi Global storage Technologies Netherlands B.V.
13391102,13407500,"HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS B.V., AMSTERDAM"
13391105,13407500,"HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS, CO., LTD."
13391106,13407500,Hitachi Global Storage Technologies Netherlands N.V.
13391112,13407500,"Hitachi Global Storage Technologies, The Netherlands B.V."
13391113,13407500,Hitachi Global Storage Technologies The Netherlands B.V.
13391114,13407500,Hitachi Global Storage Technologies-Netherlands
13391115,13407500,Hitachi Global Storage Technologies-Netherlands B.V.
13391116,13407500,Hitachi Global Storage Technologies-Netherlands BV
13391119,13407500,Hitachi Global Storage Technology Netherlands B.V.
13391120,13407500,"HITACHI GLOBAL STORAGE TECHNOLOGY (NETHERLANDS) CO., LTD."
13391130,13407500,"Hitachi Global StorageTechnologies, Netherlands B.V."
13391131,13407500,Hitachi Global StorageTechnologies Netherlands B.V
13391132,13407500,Hitachi Global StorageTechnologies Netherlands B.V.
13395337,13407500,Hitachiglobal Storage Technologies Netherlands BV
13454553,13470090,HOECHST AKTIENGESELLSCHAFT
13455079,13470090,HOECHST HOLLAND N.V.
13626897,13640773,HONEYWELL B. V.
13627003,13640773,HONEYWELL B.V
13627007,13640773,HONEYWELL B.V.
13627008,13640773,HONEYWELL B.V.
13627009,13640773,HONEYWELL B.V.
13627010,13640773,HONEYWELL B.V.
13627012,13640773,HONEYWELL B.V.
13627015,13640773,HONEYWELL BV.
13627016,13640773,Honeywell B.V.
13627017,13640773,Honeywell B.V.
13627021,13640773,"HONEYWELL B.V., AMSTERDAM"
13627024,13640773,"HONEYWELL B.V., AMSTERDAM, NL"
13627128,13640773,HONEYWELL GMBH
13627136,13640773,Honeywell GmbH
13627137,13640773,Honeywell GmbH
14124106,14134108,HUNTER DOUGLAS IND BV
14124111,14134108,HUNTER DOUGLAS INDUSTRIES B. V.
14124113,14134108,HUNTER DOUGLAS INDUSTRIES B V
14124116,14134108,"HUNTER DOUGLAS INDUSTRIES, B.V."
14124118,14134108,HUNTER DOUGLAS INDUSTRIES B.V
14124123,14134108,HUNTER DOUGLAS INDUSTRIES B.V.
14124124,14134108,HUNTER DOUGLAS INDUSTRIES B.V.
14124125,14134108,HUNTER DOUGLAS INDUSTRIES B.V.
14124126,14134108,HUNTER DOUGLAS INDUSTRIES B.V.
14124127,14134108,HUNTER DOUGLAS INDUSTRIES B.V.
14124129,14134108,HUNTER DOUGLAS INDUSTRIES B.V.
14124130,14134108,HUNTER DOUGLAS INDUSTRIES B.V.
14124132,14134108,HUNTER DOUGLAS INDUSTRIES B.V.
14124133,14134108,HUNTER DOUGLAS INDUSTRIES B.V.
14124135,14134108,HUNTER DOUGLAS INDUSTRIES B.V..
14124137,14134108,HUNTER DOUGLAS INDUSTRIES BV
14124138,14134108,HUNTER DOUGLAS INDUSTRIES BV
14124140,14134108,HUNTER DOUGLAS INDUSTRIES BV.
14124141,14134108,"Hunter Douglas Industries, B.V."
14124142,14134108,Hunter Douglas Industries B.V.
14124143,14134108,Hunter Douglas Industries B.V.
14124144,14134108,Hunter Douglas Industries B.V.
14124145,14134108,Hunter Douglas Industries B.V.
14124146,14134108,Hunter Douglas Industries B.V.
14124147,14134108,Hunter Douglas Industries B.V.
14124148,14134108,Hunter Douglas Industries B.v.
14124149,14134108,Hunter Douglas Industries BV
14124150,14134108,Hunter Douglas Industries BV
14124151,14134108,Hunter Douglas Industries BV
14124152,14134108,Hunter Douglas Industries BV
14124159,14134108,"HUNTER DOUGLAS INDUSTRIES B.V., ROTTERDAM"
14124163,14134108,"HUNTER DOUGLAS INDUSTRIES B.V., ROTTERDAM, NL"
14124171,14134108,HUNTER DOUGLAS INDUSTRIES SWITZERLAND GMBH
14124173,14134108,HUNTER DOUGLAS INDUSTRIES SWITZERLAND GMBH.
14127908,14134108,HUNTERDOUGLASINDUSTRIESB.V.
14219451,14225528,Hynix Semiconductor Inc.
14263504,14680828,IBM CORP.
14466818,14484647,IMPERIAL CHEMICAL INDUSTRIES PLC
14660843,14680828,INTERNATIONAL BUSINESS MACHIENS CORP.
14660866,14680828,INTERNATIONAL BUSINESS MACHINE CORP.
14660987,14680828,INTERNATIONAL BUSINESS MACHINES CORP.
14661173,14680828,INTERNATIONAL BUSINESS MACHINES CORPORATION
14674557,14473277,Interuniversitair Micro Elektronica Centrum vzw
14674627,14473277,Interuniversitair Microelektronica Centrum  Nederland
14674677,14473277,INTERUNIVERSITAIR MICROELEKTRONICA CENTRUM NEDERLAND
15313541,15350254,"JANSSEN PHARMACEUTICA, N.V."
15313579,15350254,JANSSEN PHARMACEUTICA N.V.
15313692,15350254,JANSSEN PHARMACEUTICAL N. V.
15313703,15350254,JANSSEN PHARMACEUTICAL N.V.
15327378,16276149,"JAPAN SYNTHETIC RUBBER CO., LTD."
15864672,6745178,John Deere Fabriek Horst B. V.
15864674,6745178,JOHN DEERE FABRIEK HORST B.V.
15864675,6745178,John Deere Fabriek Horst B.V.
15864676,6745178,John Deere Fabriek Horst B.V.
15864677,6745178,"JOHN DEERE FABRIEK HORST B.V., HORST"
16362176,35272490,JUNILEVER N.V.
16661726,16680317,KANEBO LTD
17709531,26842439,"KINONKLIJKE PHILIPS ELECTRONICS CO., LTD."
17709532,26842439,KINONKLIJKE PHILIPS ELECTRONICS N. V.
17709533,26842439,KINONKLIJKE PHILIPS ELECTRONICS N.V.
18318912,26842439,KONIKLIJKE PHILIPS ELECTRONICS
18318913,26842439,KONIKLIJKE PHILIPS ELECTRONICS N. V.
18318914,26842439,"KONIKLIJKE PHILIPS ELECTRONICS, N.V."
18318916,26842439,KONIKLIJKE PHILIPS ELECTRONICS N.V.
18318917,26842439,KONIKLIJKE PHILIPS ELECTRONICS N.V.
18318919,26842439,Koniklijke Philips Electronics N.V.
18319006,26842439,KONIN KLIJKE PHILIPS ELECTRONICS N.V.
18319861,26842439,KONINK LIJKE PHILIPS ELECTRONICS N.V.
18319887,26842439,KONINKIJKE PHILIPS ELECTRONIC
18319888,26842439,"KONINKIJKE PHILIPS ELECTRONIC CO., LTD."
18319891,26842439,KONINKIJKE PHILIPS ELECTRONICS
18319892,26842439,KONINKIJKE PHILIPS ELECTRONICS N. V.
18319894,26842439,KONINKIJKE PHILIPS ELECTRONICS N.V.
18319895,26842439,"Koninkijke Philips Electronics, N.V."
18319897,26842439,Koninkijke Philips Electronics N.V.
18319898,26842439,Koninkijke Philips Electronics N.V.
18319971,26842439,KONINKL PHILIPS ELECTRON NV
18319972,26842439,KONINKL PHILIPS ELECTRONIC N.V.
18319973,26842439,KONINKL PHILIPS ELECTRONIC NV
18319974,26842439,KONINKL PHILIPS ELECTRONICS
18319979,26842439,KONINKL PHILIPS ELECTRONICS N. V.
18319981,26842439,KONINKL PHILIPS ELECTRONICS N.V
18319983,26842439,KONINKL PHILIPS ELECTRONICS N.V.
18319994,26842439,KONINKL PHILIPS ELECTRONICS NV
18319997,26842439,KONINKL PHILIPS ELECTRONICS NV.
18320002,26842439,KONINKL PHILIPS ELECTRONICS NV [NL
18320022,26842439,KONINKLEJKE FILIPS EHLEKTR'ONIKS N.V.
18320023,26842439,"KONINKLEJKE FILIPS EHLEKTRONIKS, N.V."
18320025,26842439,KONINKLEJKE FILIPS EHLEKTRONIKS N.V.
18320033,26842439,KONINKLIGHT PHILIPS ELECTRONICS N.V.
18320057,26842439,KONINKLIJE PHILIPS ELECTRONICS
18320058,26842439,Koninklije Philips Electronics N. V.
18320060,26842439,KONINKLIJE PHILIPS ELECTRONICS N.V.
18320061,26842439,KONINKLIJE PHILIPS ELECTRONICS N.V.
18320062,26842439,KONINKLIJE PHILIPS ELECTRONICS N.V.
18320063,26842439,KONINKLIJE PHILIPS ELECTRONICS NV
18320064,26842439,KONINKLIJE PHILIPS ELECTRONICS NV.
18320065,26842439,Koninklije Philips Electronics N.V.
18320074,26842439,"KONINKLIJIKE PHILIPS ELECTRONICS CO., LTD."
18320075,26842439,KONINKLIJIKE PHILIPS ELECTRONICS N. V.
18320076,26842439,KONINKLIJIKE PHILIPS ELECTRONICS N.V.
18320077,26842439,Koninklijike Philips Electronics N.V.
18320078,26842439,Koninklijike Philips Electronics N.V.
18320079,26842439,Koninklijike Philips Electronics N.V.
18320210,7650783,KONINKLIJKE DSM N.V.
18320211,7650783,Koninklijke DSM N.V.
18320212,7650783,Koninklijke DSM N.V.
18320440,26842439,KONINKLIJKE FILIPS EHLEKTRONIKS N.V.
18321216,26842439,"KONINKLIJKE, PHILIPS"
18321217,26842439,Koninklijke Philips
18321218,26842439,"Koninklijke Philips  Electronics, N.V."
18321219,26842439,Koninklijke Philips Corporation N.V.
18321227,26842439,"KONINKLIJKE PHILIPS ELECRONICS, N.V."
18321228,26842439,KONINKLIJKE PHILIPS ELECRONICS N.V
18321229,26842439,KONINKLIJKE PHILIPS ELECRONICS N.V.
18321230,26842439,KONINKLIJKE PHILIPS ELECRONICS N.V.
18321232,26842439,Koninklijke Philips Elecronics N.V.
18321234,26842439,KONINKLIJKE PHILIPS ELECTONICS N. V
18321235,26842439,KONINKLIJKE PHILIPS ELECTONICS N. V.
18321237,26842439,KONINKLIJKE PHILIPS ELECTONICS N.V
18321239,26842439,KONINKLIJKE PHILIPS ELECTONICS N.V.
18321240,26842439,KONINKLIJKE PHILIPS ELECTONICS N.V.
18321241,26842439,KONINKLIJKE PHILIPS ELECTONICS N.V.
18321242,26842439,"Koninklijke Philips Electonics, N.V."
18321243,26842439,Koninklijke Philips Electonics N.V.
18321250,26842439,KONINKLIJKE PHILIPS ELECTRICS N. V.
18321251,26842439,KONINKLIJKE PHILIPS ELECTRICS N.V.
18321252,26842439,KONINKLIJKE PHILIPS ELECTRICS N.V.
18321253,26842439,Koninklijke Philips Electrics N.V.
18321254,26842439,Koninklijke Philips Electrics N.V.
18321259,26842439,KONINKLIJKE PHILIPS ELECTRNICS N. V.
18321261,26842439,KONINKLIJKE PHILIPS ELECTRNICS N.V.
18321262,26842439,KONINKLIJKE PHILIPS ELECTRNICS N.V.
18321263,26842439,KONINKLIJKE PHILIPS ELECTRNICS N.V.
18321264,26842439,KONINKLIJKE PHILIPS ELECTRNICS N.V.
18321265,26842439,Koninklijke Philips Electrnics N.V.
18321266,26842439,Koninklijke Philips Electrnics N.V.
18321287,26842439,Koninklijke Philips Electroncis N. V.
18321290,26842439,KONINKLIJKE PHILIPS ELECTRONCIS N.V.
18321291,26842439,KONINKLIJKE PHILIPS ELECTRONCIS N.V.
18321292,26842439,KONINKLIJKE PHILIPS ELECTRONCIS N.V.
18321293,26842439,"Koninklijke Philips Electroncis, N.V."
18321294,26842439,Koninklijke Philips Electroncis N.V.
18321300,26842439,KONINKLIJKE PHILIPS ELECTRONIC
18321301,26842439,KONINKLIJKE PHILIPS ELECTRONIC
18321302,26842439,Koninklijke Philips Electronic
18321303,26842439,KONINKLIJKE PHILIPS ELECTRONIC
18321304,26842439,"KONINKLIJKE PHILIPS ELECTRONIC , N.V."
18321305,26842439,"KONINKLIJKE PHILIPS ELECTRONIC CO., LTD."
18321306,26842439,KONINKLIJKE PHILIPS ELECTRONIC N. V.
18321307,26842439,KONINKLIJKE PHILIPS ELECTRONIC N V
18321308,26842439,Koninklijke Philips Electronic N. V.
18321309,26842439,"KONINKLIJKE PHILIPS ELECTRONIC, N.V."
18321310,26842439,"KONINKLIJKE PHILIPS ELECTRONIC, N.V."
18321311,26842439,"KONINKLIJKE PHILIPS ELECTRONIC, N.V."
18321312,26842439,"KONINKLIJKE PHILIPS ELECTRONIC, N.V."
18321313,26842439,"KONINKLIJKE PHILIPS ELECTRONIC, N.V."
18321314,26842439,"KONINKLIJKE PHILIPS ELECTRONIC, N.V."
18321315,26842439,"KONINKLIJKE PHILIPS ELECTRONIC, N.V."
18321316,26842439,"KONINKLIJKE PHILIPS ELECTRONIC, N.V."
18321317,26842439,"KONINKLIJKE PHILIPS ELECTRONIC, N.V."
18321318,26842439,"KONINKLIJKE PHILIPS ELECTRONIC, N.V."
18321319,26842439,"KONINKLIJKE PHILIPS ELECTRONIC, N.V."
18321320,26842439,"KONINKLIJKE PHILIPS ELECTRONIC, N.V."
18321322,26842439,KONINKLIJKE PHILIPS ELECTRONIC N.V.
18321323,26842439,KONINKLIJKE PHILIPS ELECTRONIC N.V.
18321324,26842439,KONINKLIJKE PHILIPS ELECTRONIC N.V.
18321325,26842439,KONINKLIJKE PHILIPS ELECTRONIC N.V.
18321326,26842439,KONINKLIJKE PHILIPS ELECTRONIC N.V.
18321327,26842439,KONINKLIJKE PHILIPS ELECTRONIC N.V.
18321328,26842439,KONINKLIJKE PHILIPS ELECTRONIC N.V.
18321329,26842439,KONINKLIJKE PHILIPS ELECTRONIC N.V.
18321331,26842439,KONINKLIJKE PHILIPS ELECTRONIC NV
18321332,26842439,"Koninklijke Philips Electronic, N.V."
18321333,26842439,"Koninklijke Philips Electronic, N.V."
18321334,26842439,Koninklijke Philips Electronic N.V.
18321335,26842439,Koninklijke Philips Electronic N.V.
18321336,26842439,Koninklijke Philips Electronic N.V.
18321337,26842439,Koninklijke Philips Electronic N.V.
18321347,26842439,KONINKLIJKE PHILIPS ELECTRONICS
18321348,26842439,KONINKLIJKE PHILIPS ELECTRONICS
18321349,26842439,KONINKLIJKE PHILIPS ELECTRONICS
18321350,26842439,KONINKLIJKE PHILIPS ELECTRONICS
18321351,26842439,KONINKLIJKE PHILIPS ELECTRONICS
18321352,26842439,KONINKLIJKE PHILIPS ELECTRONICS
18321356,26842439,Koninklijke Philips Electronics
18321357,26842439,Koninklijke Philips Electronics
18321358,26842439,Koninklijke Philips Electronics
18321359,26842439,Koninklijke Philips Electronics
18321360,26842439,Koninklijke Philips Electronics
18321361,26842439,Koninklijke Philips Electronics
18321362,26842439,Koninklijke Philips Electronics
18321363,26842439,Koninklijke Philips Electronics
18321365,26842439,"KONINKLIJKE PHILIPS ELECTRONICS , N.V."
18321366,26842439,"KONINKLIJKE PHILIPS ELECTRONICS , N.V."
18321367,26842439,"KONINKLIJKE PHILIPS ELECTRONICS , N.V."
18321368,26842439,"KONINKLIJKE PHILIPS ELECTRONICS , N.V."
18321369,26842439,"Koninklijke Philips Electronics , N.V."
18321371,26842439,KONINKLIJKE PHILIPS ELECTRONICS B.V.
18321372,26842439,"KONINKLIJKE PHILIPS ELECTRONICS B.V.,"
18321373,26842439,Koninklijke Philips Electronics B.V.
18321374,26842439,"KONINKLIJKE PHILIPS ELECTRONICS CO., LTD."
18321376,26842439,"KONINKLIJKE PHILIPS ELECTRONICS, INC."
18321377,26842439,KONINKLIJKE PHILIPS ELECTRONICS INC
18321378,26842439,KONINKLIJKE PHILIPS ELECTRONICS INC.
18321379,26842439,"Koninklijke Philips Electronics, Inc."
